"NAME_1","NAME_2","year","ndvi_mean"
"Chiapas","Chenalhó",2013,0.765698611736298
"Chiapas","Chenalhó",2014,0.763631284236908
"Chiapas","Chenalhó",2015,0.778645217418671
"Chiapas","Chenalhó",2016,0.769935369491577
"Chiapas","Chenalhó",2017,0.76064795255661
"Chiapas","Chenalhó",2018,0.765914499759674
"Chiapas","Chenalhó",2019,0.761695325374603
"Chiapas","Chenalhó",2020,0.768839538097382
"Chiapas","Chiapa de Corzo",2010,0.585436701774597
"Chiapas","Chiapa de Corzo",2011,0.591409623622894
"Chiapas","Chiapa de Corzo",2013,0.591965317726135
"Chiapas","Chiapa de Corzo",2014,0.616837859153748
"Chiapas","Chiapa de Corzo",2015,0.621264100074768
"Chiapas","Chiapa de Corzo",2016,0.585716605186462
"Chiapas","Chiapa de Corzo",2017,0.6037837266922
"Chiapas","Chiapa de Corzo",2018,0.609017908573151
