"ano","cve_mun","delitos"
2021,"20015",2
2022,"20015",2
2023,"20015",1
2024,"20015",7
2025,"20015",1
2017,"20016",0
2018,"20016",1
2019,"20016",3
2020,"20016",1
2021,"20016",2
2022,"20016",3
2023,"20016",1
2024,"20016",3
2025,"20016",0
2017,"20017",0
2018,"20017",1
2019,"20017",0
2020,"20017",0
2021,"20017",0
2022,"20017",1
2023,"20017",4
2024,"20017",1
2025,"20017",0
2017,"20018",0
2018,"20018",0
2019,"20018",0
2020,"20018",0
2021,"20018",0
2022,"20018",0
2023,"20018",0
2024,"20018",0
2025,"20018",0
2017,"20019",1
2018,"20019",0
2019,"20019",0
2020,"20019",0
2021,"20019",0
2022,"20019",0
2023,"20019",1
2024,"20019",1
2025,"20019",1
2017,"20020",0
2018,"20020",5
2019,"20020",1
2020,"20020",2
2021,"20020",3
2022,"20020",1
2023,"20020",1
2024,"20020",2
2025,"20020",1
2017,"20021",0
2018,"20021",5
2019,"20021",3
2020,"20021",3
2021,"20021",6
2022,"20021",9
2023,"20021",2
2024,"20021",4
2025,"20021",3
2017,"20022",0
2018,"20022",0
2019,"20022",0
2020,"20022",0
2021,"20022",1
2022,"20022",0
2023,"20022",0
2024,"20022",1
2025,"20022",1
2017,"20023",0
2018,"20023",3
2019,"20023",3
2020,"20023",10
2021,"20023",4
2022,"20023",6
2023,"20023",7
2024,"20023",11
2025,"20023",8
2017,"20024",0
2018,"20024",2
2019,"20024",4
2020,"20024",5
2021,"20024",2
2022,"20024",1
2023,"20024",4
2024,"20024",0
2025,"20024",1
2017,"20025",3
2018,"20025",13
2019,"20025",7
2020,"20025",12
2021,"20025",11
2022,"20025",9
2023,"20025",9
2024,"20025",9
2025,"20025",12
2017,"20026",1
2018,"20026",3
2019,"20026",2
2020,"20026",2
2021,"20026",0
2022,"20026",2
2023,"20026",0
2024,"20026",3
2025,"20026",4
2017,"20027",0
2018,"20027",0
2019,"20027",0
2020,"20027",0
2021,"20027",0
2022,"20027",0
2023,"20027",1
2024,"20027",3
2025,"20027",1
2017,"20028",1
2018,"20028",14
2019,"20028",18
2020,"20028",15
2021,"20028",9
2022,"20028",16
2023,"20028",17
2024,"20028",28
2025,"20028",22
2017,"20029",0
2018,"20029",2
2019,"20029",1
2020,"20029",0
2021,"20029",0
2022,"20029",1
2023,"20029",2
2024,"20029",2
2025,"20029",0
2017,"20030",0
2018,"20030",1
2019,"20030",5
2020,"20030",1
2021,"20030",0
2022,"20030",0
2023,"20030",2
2024,"20030",3
2025,"20030",5
2017,"20031",0
2018,"20031",0
2019,"20031",1
2020,"20031",2
2021,"20031",2
2022,"20031",4
2023,"20031",4
2024,"20031",5
2025,"20031",5
2017,"20032",0
2018,"20032",1
2019,"20032",1
2020,"20032",1
2021,"20032",2
2022,"20032",1
2023,"20032",3
2024,"20032",1
2025,"20032",1
2017,"20033",0
2018,"20033",0
2019,"20033",1
2020,"20033",0
2021,"20033",2
2022,"20033",0
2023,"20033",1
2024,"20033",1
2025,"20033",1
2017,"20034",0
2018,"20034",0
2019,"20034",2
2020,"20034",0
2021,"20034",4
2022,"20034",0
2023,"20034",0
2024,"20034",0
2025,"20034",2
2017,"20035",0
2018,"20035",0
2019,"20035",0
2020,"20035",1
2021,"20035",0
2022,"20035",0
2023,"20035",3
2024,"20035",1
2025,"20035",0
2017,"20036",1
2018,"20036",1
2019,"20036",1
2020,"20036",3
2021,"20036",1
2022,"20036",2
2023,"20036",0
2024,"20036",0
2025,"20036",0
2017,"20037",1
2018,"20037",0
2019,"20037",2
2020,"20037",0
2021,"20037",2
2022,"20037",4
2023,"20037",4
2024,"20037",4
2025,"20037",3
2017,"20038",0
2018,"20038",0
2019,"20038",0
2020,"20038",0
2021,"20038",0
2022,"20038",1
2023,"20038",0
2024,"20038",0
2025,"20038",0
2014,"20039",67.85388169383
2015,"20039",18
2016,"20039",21
2017,"20039",25
2018,"20039",31
2019,"20039",34
2020,"20039",27
2021,"20039",28
2022,"20039",40
2023,"20039",54
2024,"20039",43
2025,"20039",33
2017,"20040",0
2018,"20040",0
2019,"20040",0
2020,"20040",0
2021,"20040",1
2022,"20040",1
2023,"20040",1
2024,"20040",2
2025,"20040",2
2015,"20041",0
2016,"20041",14
2017,"20041",14
2018,"20041",8
2019,"20041",18
2020,"20041",18
2021,"20041",12
2022,"20041",17
2023,"20041",16
2024,"20041",13
2025,"20041",7
2017,"20042",1
2018,"20042",4
2019,"20042",2
2020,"20042",3
2021,"20042",4
2022,"20042",3
2023,"20042",2
2024,"20042",6
2025,"20042",2
2014,"20043",94.0260932043073
2015,"20043",33
2016,"20043",81
2017,"20043",66
2018,"20043",74
2019,"20043",71
2020,"20043",47
2021,"20043",67
2022,"20043",59
2023,"20043",81
2024,"20043",106
2025,"20043",96
2015,"20044",3
2016,"20044",25
2017,"20044",19
2018,"20044",28
2019,"20044",17
2020,"20044",14
2021,"20044",15
2022,"20044",10
2023,"20044",10
2024,"20044",18
2025,"20044",5
2017,"20045",0
2018,"20045",0
2019,"20045",2
2020,"20045",1
2021,"20045",0
2022,"20045",5
2023,"20045",2
2024,"20045",3
2025,"20045",1
2017,"20046",0
2018,"20046",0
2019,"20046",3
2020,"20046",0
2021,"20046",3
2022,"20046",1
2023,"20046",1
2024,"20046",0
2025,"20046",0
2017,"20047",0
2018,"20047",0
2019,"20047",0
2020,"20047",0
2021,"20047",0
2022,"20047",0
2023,"20047",0
2024,"20047",0
2025,"20047",0
2017,"20048",0
2018,"20048",0
2019,"20048",1
2020,"20048",0
2021,"20048",0
2022,"20048",0
2023,"20048",1
2024,"20048",0
2025,"20048",0
2017,"20049",0
2018,"20049",1
2019,"20049",0
2020,"20049",0
2021,"20049",1
2022,"20049",1
2023,"20049",1
2024,"20049",1
2025,"20049",0
2017,"20050",1
2018,"20050",1
2019,"20050",1
2020,"20050",0
2021,"20050",1
2022,"20050",1
2023,"20050",1
2024,"20050",0
2025,"20050",2
2017,"20051",0
2018,"20051",0
2019,"20051",0
2020,"20051",1
2021,"20051",0
2022,"20051",0
2023,"20051",0
2024,"20051",1
2025,"20051",2
2017,"20052",0
2018,"20052",2
2019,"20052",3
2020,"20052",4
2021,"20052",4
2022,"20052",3
2023,"20052",5
2024,"20052",4
2025,"20052",0
2017,"20053",0
2018,"20053",0
2019,"20053",1
2020,"20053",0
2021,"20053",2
2022,"20053",0
2023,"20053",0
2024,"20053",1
2025,"20053",0
2017,"20054",0
2018,"20054",0
2019,"20054",0
2020,"20054",0
2021,"20054",0
2022,"20054",0
2023,"20054",0
2024,"20054",0
2025,"20054",0
2017,"20055",0
2018,"20055",3
2019,"20055",1
2020,"20055",2
2021,"20055",5
2022,"20055",2
2023,"20055",1
2024,"20055",2
2025,"20055",1
2017,"20056",1
2018,"20056",0
2019,"20056",0
2020,"20056",0
2021,"20056",1
2022,"20056",1
2023,"20056",0
2024,"20056",1
2025,"20056",0
2015,"20057",19
2016,"20057",24
2017,"20057",44
2018,"20057",39
2019,"20057",52
2020,"20057",39
2021,"20057",36
2022,"20057",47
2023,"20057",39
2024,"20057",47
2025,"20057",39
2017,"20058",1
2018,"20058",6
2019,"20058",7
2020,"20058",7
2021,"20058",3
2022,"20058",4
2023,"20058",4
2024,"20058",6
2025,"20058",3
2015,"20059",0
2016,"20059",24
2017,"20059",23
2018,"20059",41
2019,"20059",33
2020,"20059",33
2021,"20059",28
2022,"20059",47
2023,"20059",35
2024,"20059",63
2025,"20059",34
2017,"20060",0
2018,"20060",0
2019,"20060",0
2020,"20060",1
2021,"20060",1
2022,"20060",0
2023,"20060",4
2024,"20060",1
2025,"20060",0
2017,"20061",0
2018,"20061",0
2019,"20061",2
2020,"20061",1
2021,"20061",2
2022,"20061",1
2023,"20061",1
2024,"20061",3
2025,"20061",1
2017,"20062",0
2018,"20062",0
2019,"20062",0
2020,"20062",0
2021,"20062",0
2022,"20062",0
2023,"20062",1
2024,"20062",1
2025,"20062",0
2017,"20063",0
2018,"20063",0
2019,"20063",0
2020,"20063",0
2021,"20063",3
2022,"20063",1
2023,"20063",1
2024,"20063",2
2025,"20063",1
2017,"20064",0
2018,"20064",2
2019,"20064",5
2020,"20064",2
2021,"20064",3
2022,"20064",6
2023,"20064",8
2024,"20064",6
2025,"20064",0
2017,"20065",0
2018,"20065",2
2019,"20065",1
2020,"20065",0
2021,"20065",0
2022,"20065",0
2023,"20065",2
2024,"20065",0
2025,"20065",0
2017,"20066",1
2018,"20066",4
2019,"20066",3
2020,"20066",4
2021,"20066",3
2022,"20066",2
2023,"20066",14
2024,"20066",6
2025,"20066",5
2011,"20067",175.450751236903
2012,"20067",232.641880093132
2013,"20067",195.806915745052
2014,"20067",38.7736466821886
2015,"20067",5
2016,"20067",112
2017,"20067",108
2018,"20067",147
2019,"20067",129
2020,"20067",115
2021,"20067",148
2022,"20067",153
2023,"20067",158
2024,"20067",167
2025,"20067",93
2015,"20068",0
2016,"20068",10
2017,"20068",9
2018,"20068",8
2019,"20068",13
2020,"20068",10
2021,"20068",14
2022,"20068",18
2023,"20068",12
2024,"20068",24
2025,"20068",16
2017,"20069",0
2018,"20069",0
2019,"20069",0
2020,"20069",0
2021,"20069",0
2022,"20069",0
2023,"20069",0
2024,"20069",0
2025,"20069",0
2017,"20070",1
2018,"20070",5
2019,"20070",5
2020,"20070",2
2021,"20070",0
2022,"20070",2
2023,"20070",0
2024,"20070",4
2025,"20070",1
2017,"20071",1
2018,"20071",1
2019,"20071",1
2020,"20071",2
2021,"20071",2
2022,"20071",2
2023,"20071",2
2024,"20071",2
2025,"20071",3
2017,"20072",0
2018,"20072",0
2019,"20072",1
2020,"20072",0
2021,"20072",3
2022,"20072",4
2023,"20072",2
2024,"20072",2
2025,"20072",0
2015,"20073",15
2016,"20073",24
2017,"20073",31
2018,"20073",31
2019,"20073",25
2020,"20073",25
2021,"20073",17
2022,"20073",16
2023,"20073",17
2024,"20073",22
2025,"20073",31
2017,"20074",0
2018,"20074",0
2019,"20074",0
2020,"20074",0
2021,"20074",0
2022,"20074",0
2023,"20074",0
2024,"20074",0
2025,"20074",0
2017,"20075",0
2018,"20075",0
2019,"20075",0
2020,"20075",0
2021,"20075",1
2022,"20075",0
2023,"20075",1
2024,"20075",2
2025,"20075",0
2017,"20076",1
2018,"20076",0
2019,"20076",0
2020,"20076",1
2021,"20076",1
2022,"20076",0
2023,"20076",0
2024,"20076",1
2025,"20076",1
2017,"20077",0
2018,"20077",1
2019,"20077",1
2020,"20077",0
2021,"20077",1
2022,"20077",0
2023,"20077",1
2024,"20077",2
2025,"20077",1
2017,"20078",0
2018,"20078",0
2019,"20078",1
2020,"20078",0
2021,"20078",0
2022,"20078",1
2023,"20078",0
2024,"20078",0
2025,"20078",0
2011,"20079",23.2641880093132
2012,"20079",37.8043055151339
2013,"20079",49.4363995197904
2014,"20079",47.497717185681
2015,"20079",15
2016,"20079",38
2017,"20079",39
2018,"20079",25
2019,"20079",49
2020,"20079",45
2021,"20079",35
2022,"20079",47
2023,"20079",67
2024,"20079",71
2025,"20079",42
2017,"20080",0
2018,"20080",0
2019,"20080",1
2020,"20080",0
2021,"20080",0
2022,"20080",0
2023,"20080",0
2024,"20080",1
2025,"20080",3
2017,"20081",0
2018,"20081",0
2019,"20081",0
2020,"20081",0
2021,"20081",0
2022,"20081",0
2023,"20081",0
2024,"20081",0
2025,"20081",1
2017,"20082",1
2018,"20082",0
2019,"20082",3
2020,"20082",0
2021,"20082",1
2022,"20082",3
2023,"20082",2
2024,"20082",0
2025,"20082",2
2017,"20083",0
2018,"20083",2
2019,"20083",4
2020,"20083",3
2021,"20083",2
2022,"20083",0
2023,"20083",6
2024,"20083",0
2025,"20083",4
2017,"20084",0
2018,"20084",1
2019,"20084",1
2020,"20084",0
2021,"20084",0
2022,"20084",0
2023,"20084",0
2024,"20084",2
2025,"20084",2
2015,"20085",0
2016,"20085",13
2017,"20085",8
2018,"20085",17
2019,"20085",15
2020,"20085",14
2021,"20085",23
2022,"20085",12
2023,"20085",12
2024,"20085",13
2025,"20085",12
2017,"20086",0
2018,"20086",0
2019,"20086",0
2020,"20086",0
2021,"20086",0
2022,"20086",0
2023,"20086",0
2024,"20086",3
2025,"20086",1
2017,"20087",0
2018,"20087",8
2019,"20087",0
2020,"20087",0
2021,"20087",0
2022,"20087",0
2023,"20087",2
2024,"20087",2
2025,"20087",1
2017,"20088",0
2018,"20088",0
2019,"20088",3
2020,"20088",2
2021,"20088",0
2022,"20088",0
2023,"20088",2
2024,"20088",1
2025,"20088",0
2017,"20089",0
2018,"20089",1
2019,"20089",3
2020,"20089",0
2021,"20089",0
2022,"20089",1
2023,"20089",4
2024,"20089",1
2025,"20089",0
2017,"20090",1
2018,"20090",4
2019,"20090",1
2020,"20090",3
2021,"20090",5
2022,"20090",5
2023,"20090",3
2024,"20090",4
2025,"20090",2
2017,"20091",0
2018,"20091",1
2019,"20091",2
2020,"20091",1
2021,"20091",1
2022,"20091",0
2023,"20091",1
2024,"20091",1
2025,"20091",1
2017,"20092",0
2018,"20092",0
2019,"20092",0
2020,"20092",1
2021,"20092",0
2022,"20092",1
2023,"20092",1
2024,"20092",0
2025,"20092",0
2017,"20093",0
2018,"20093",0
2019,"20093",0
2020,"20093",0
2021,"20093",0
2022,"20093",0
2023,"20093",0
2024,"20093",0
2025,"20093",0
2017,"20094",0
2018,"20094",0
2019,"20094",0
2020,"20094",0
2021,"20094",0
2022,"20094",0
2023,"20094",0
2024,"20094",1
2025,"20094",0
2017,"20095",2
2018,"20095",0
2019,"20095",5
2020,"20095",3
2021,"20095",1
2022,"20095",0
2023,"20095",2
2024,"20095",1
2025,"20095",2
2017,"20096",0
2018,"20096",0
2019,"20096",0
2020,"20096",1
2021,"20096",1
2022,"20096",1
2023,"20096",0
2024,"20096",0
2025,"20096",1
2017,"20097",0
2018,"20097",1
2019,"20097",0
2020,"20097",1
2021,"20097",0
2022,"20097",0
2023,"20097",0
2024,"20097",0
2025,"20097",0
2017,"20098",0
2018,"20098",1
2019,"20098",0
2020,"20098",0
2021,"20098",1
2022,"20098",1
2023,"20098",1
2024,"20098",0
2025,"20098",0
2017,"20099",0
2018,"20099",4
2019,"20099",1
2020,"20099",0
2021,"20099",0
2022,"20099",1
2023,"20099",0
2024,"20099",0
2025,"20099",0
2017,"20100",0
2018,"20100",0
2019,"20100",0
2020,"20100",0
2021,"20100",1
2022,"20100",1
2023,"20100",0
2024,"20100",0
2025,"20100",0
2017,"20101",0
2018,"20101",0
2019,"20101",1
2020,"20101",0
2021,"20101",0
2022,"20101",1
2023,"20101",1
2024,"20101",0
2025,"20101",0
2017,"20102",0
2018,"20102",0
2019,"20102",1
2020,"20102",2
2021,"20102",0
2022,"20102",0
2023,"20102",2
2024,"20102",2
2025,"20102",1
2017,"20103",0
2018,"20103",1
2019,"20103",0
2020,"20103",1
2021,"20103",3
2022,"20103",1
2023,"20103",2
2024,"20103",4
2025,"20103",2
2017,"20104",0
2018,"20104",0
2019,"20104",0
2020,"20104",1
2021,"20104",1
2022,"20104",0
2023,"20104",2
2024,"20104",0
2025,"20104",1
2017,"20105",0
2018,"20105",1
2019,"20105",1
2020,"20105",0
2021,"20105",0
2022,"20105",0
2023,"20105",0
2024,"20105",1
2025,"20105",0
2017,"20106",0
2018,"20106",0
2019,"20106",0
2020,"20106",0
2021,"20106",0
2022,"20106",0
2023,"20106",0
2024,"20106",0
2025,"20106",0
2015,"20107",0
2016,"20107",7
2017,"20107",7
2018,"20107",4
2019,"20107",8
2020,"20107",4
2021,"20107",9
2022,"20107",13
2023,"20107",11
2024,"20107",12
2025,"20107",4
2017,"20108",0
2018,"20108",0
2019,"20108",0
2020,"20108",0
2021,"20108",0
2022,"20108",0
2023,"20108",2
2024,"20108",0
2025,"20108",0
2017,"20109",0
2018,"20109",0
2019,"20109",1
2020,"20109",0
2021,"20109",0
2022,"20109",1
2023,"20109",0
2024,"20109",0
2025,"20109",2
2017,"20110",0
2018,"20110",0
2019,"20110",0
2020,"20110",0
2021,"20110",0
2022,"20110",1
2023,"20110",0
2024,"20110",0
2025,"20110",0
2017,"20111",0
2018,"20111",2
2019,"20111",0
2020,"20111",0
2021,"20111",1
2022,"20111",2
2023,"20111",3
2024,"20111",0
2025,"20111",0
2017,"20112",0
2018,"20112",0
2019,"20112",0
2020,"20112",1
2021,"20112",3
2022,"20112",1
2023,"20112",1
2024,"20112",0
2025,"20112",1
2017,"20113",0
2018,"20113",1
2019,"20113",1
2020,"20113",2
2021,"20113",0
2022,"20113",0
2023,"20113",1
2024,"20113",2
2025,"20113",3
2017,"20114",0
2018,"20114",0
2019,"20114",0
2020,"20114",0
2021,"20114",0
2022,"20114",2
2023,"20114",0
2024,"20114",1
2025,"20114",0
2017,"20115",1
2018,"20115",3
2019,"20115",3
2020,"20115",5
2021,"20115",2
2022,"20115",6
2023,"20115",10
2024,"20115",7
2025,"20115",4
2017,"20116",0
2018,"20116",1
2019,"20116",2
2020,"20116",1
2021,"20116",2
2022,"20116",2
2023,"20116",3
2024,"20116",1
2025,"20116",1
2017,"20117",1
2018,"20117",2
2019,"20117",2
2020,"20117",2
2021,"20117",2
2022,"20117",1
2023,"20117",0
2024,"20117",0
2025,"20117",1
2017,"20118",0
2018,"20118",0
2019,"20118",1
2020,"20118",0
2021,"20118",0
2022,"20118",0
2023,"20118",0
2024,"20118",0
2025,"20118",0
2017,"20119",0
2018,"20119",0
2019,"20119",0
2020,"20119",0
2021,"20119",0
2022,"20119",0
2023,"20119",0
2024,"20119",0
2025,"20119",0
2017,"20120",0
2018,"20120",0
2019,"20120",0
2020,"20120",0
2021,"20120",0
2022,"20120",0
2023,"20120",0
2024,"20120",0
2025,"20120",0
2017,"20121",0
2018,"20121",0
2019,"20121",0
2020,"20121",0
2021,"20121",0
2022,"20121",0
2023,"20121",0
2024,"20121",0
2025,"20121",0
2017,"20122",0
2018,"20122",0
2019,"20122",0
2020,"20122",0
2021,"20122",0
2022,"20122",0
2023,"20122",0
2024,"20122",0
2025,"20122",0
2017,"20123",0
2018,"20123",0
2019,"20123",0
2020,"20123",0
2021,"20123",0
2022,"20123",0
2023,"20123",0
2024,"20123",0
2025,"20123",1
2017,"20124",1
2018,"20124",4
2019,"20124",7
2020,"20124",5
2021,"20124",3
2022,"20124",7
2023,"20124",7
2024,"20124",17
2025,"20124",9
2017,"20125",0
2018,"20125",7
2019,"20125",6
2020,"20125",4
2021,"20125",6
2022,"20125",9
2023,"20125",6
2024,"20125",2
2025,"20125",2
2017,"20126",0
2018,"20126",0
2019,"20126",0
2020,"20126",1
2021,"20126",1
2022,"20126",2
2023,"20126",1
2024,"20126",1
2025,"20126",2
2017,"20127",0
2018,"20127",0
2019,"20127",0
2020,"20127",0
2021,"20127",1
2022,"20127",1
2023,"20127",0
2024,"20127",0
2025,"20127",0
2017,"20128",0
2018,"20128",0
2019,"20128",0
2020,"20128",0
2021,"20128",0
2022,"20128",0
2023,"20128",0
2024,"20128",0
2025,"20128",0
2017,"20129",0
2018,"20129",0
2019,"20129",0
2020,"20129",0
2021,"20129",0
2022,"20129",1
2023,"20129",0
2024,"20129",2
2025,"20129",0
2017,"20130",0
2018,"20130",0
2019,"20130",1
2020,"20130",1
2021,"20130",1
2022,"20130",0
2023,"20130",2
2024,"20130",1
2025,"20130",0
2017,"20131",0
2018,"20131",0
2019,"20131",2
2020,"20131",2
2021,"20131",4
2022,"20131",1
2023,"20131",1
2024,"20131",6
2025,"20131",1
2017,"20132",0
2018,"20132",0
2019,"20132",2
2020,"20132",0
2021,"20132",0
2022,"20132",4
2023,"20132",0
2024,"20132",2
2025,"20132",1
2017,"20133",0
2018,"20133",1
2019,"20133",1
2020,"20133",0
2021,"20133",4
2022,"20133",2
2023,"20133",1
2024,"20133",1
2025,"20133",4
2015,"20134",3
2016,"20134",5
2017,"20134",11
2018,"20134",11
2019,"20134",19
2020,"20134",12
2021,"20134",4
2022,"20134",10
2023,"20134",8
2024,"20134",5
2025,"20134",4
2017,"20135",0
2018,"20135",3
2019,"20135",0
2020,"20135",1
2021,"20135",2
2022,"20135",3
2023,"20135",2
2024,"20135",0
2025,"20135",2
2017,"20136",0
2018,"20136",2
2019,"20136",1
2020,"20136",4
2021,"20136",6
2022,"20136",1
2023,"20136",3
2024,"20136",7
2025,"20136",1
2017,"20137",0
2018,"20137",0
2019,"20137",2
2020,"20137",0
2021,"20137",1
2022,"20137",2
2023,"20137",1
2024,"20137",1
2025,"20137",0
2017,"20138",0
2018,"20138",0
2019,"20138",0
2020,"20138",0
2021,"20138",0
2022,"20138",0
2023,"20138",0
2024,"20138",2
2025,"20138",1
2017,"20139",1
2018,"20139",0
2019,"20139",1
2020,"20139",1
2021,"20139",1
2022,"20139",2
2023,"20139",1
2024,"20139",1
2025,"20139",1
2017,"20140",0
2018,"20140",1
2019,"20140",0
2020,"20140",0
2021,"20140",0
2022,"20140",0
2023,"20140",0
2024,"20140",0
2025,"20140",0
2017,"20141",0
2018,"20141",2
2019,"20141",2
2020,"20141",3
2021,"20141",6
2022,"20141",5
2023,"20141",1
2024,"20141",4
2025,"20141",0
2017,"20142",0
2018,"20142",0
2019,"20142",0
2020,"20142",1
2021,"20142",0
2022,"20142",0
2023,"20142",0
2024,"20142",0
2025,"20142",0
2017,"20143",0
2018,"20143",4
2019,"20143",3
2020,"20143",1
2021,"20143",2
2022,"20143",2
2023,"20143",9
2024,"20143",6
2025,"20143",5
2017,"20144",0
2018,"20144",0
2019,"20144",0
2020,"20144",0
2021,"20144",0
2022,"20144",0
2023,"20144",0
2024,"20144",0
2025,"20144",0
2017,"20145",0
2018,"20145",3
2019,"20145",1
2020,"20145",1
2021,"20145",4
2022,"20145",1
2023,"20145",5
2024,"20145",3
2025,"20145",4
2017,"20146",0
2018,"20146",1
2019,"20146",2
2020,"20146",0
2021,"20146",0
2022,"20146",0
2023,"20146",1
2024,"20146",0
2025,"20146",0
2017,"20147",0
2018,"20147",0
2019,"20147",0
2020,"20147",0
2021,"20147",0
2022,"20147",0
2023,"20147",0
2024,"20147",0
2025,"20147",0
2017,"20148",0
2018,"20148",1
2019,"20148",0
2020,"20148",0
2021,"20148",1
2022,"20148",0
2023,"20148",0
2024,"20148",0
2025,"20148",0
2017,"20149",0
2018,"20149",0
2019,"20149",0
2020,"20149",0
2021,"20149",0
2022,"20149",1
2023,"20149",0
2024,"20149",0
2025,"20149",0
2017,"20150",0
2018,"20150",2
2019,"20150",1
2020,"20150",4
2021,"20150",3
2022,"20150",1
2023,"20150",4
2024,"20150",5
2025,"20150",3
2017,"20151",0
2018,"20151",0
2019,"20151",0
2020,"20151",0
2021,"20151",0
2022,"20151",0
2023,"20151",0
2024,"20151",0
2025,"20151",0
2017,"20152",0
2018,"20152",0
2019,"20152",0
2020,"20152",1
2021,"20152",0
2022,"20152",1
2023,"20152",3
2024,"20152",0
2025,"20152",0
2017,"20153",0
2018,"20153",2
2019,"20153",3
2020,"20153",2
2021,"20153",1
2022,"20153",3
2023,"20153",8
2024,"20153",8
2025,"20153",11
2017,"20154",0
2018,"20154",1
2019,"20154",2
2020,"20154",2
2021,"20154",0
2022,"20154",0
2023,"20154",6
2024,"20154",2
2025,"20154",1
2017,"20155",0
2018,"20155",0
2019,"20155",0
2020,"20155",0
2021,"20155",0
2022,"20155",0
2023,"20155",1
2024,"20155",1
2025,"20155",1
2017,"20156",0
2018,"20156",3
2019,"20156",4
2020,"20156",2
2021,"20156",0
2022,"20156",1
2023,"20156",2
2024,"20156",6
2025,"20156",0
2017,"20157",0
2018,"20157",5
2019,"20157",2
2020,"20157",1
2021,"20157",1
2022,"20157",4
2023,"20157",7
2024,"20157",5
2025,"20157",5
2017,"20158",1
2018,"20158",2
2019,"20158",1
2020,"20158",2
2021,"20158",1
2022,"20158",2
2023,"20158",1
2024,"20158",1
2025,"20158",0
2017,"20159",0
2018,"20159",1
2019,"20159",3
2020,"20159",2
2021,"20159",1
2022,"20159",1
2023,"20159",4
2024,"20159",1
2025,"20159",1
2017,"20160",0
2018,"20160",0
2019,"20160",0
2020,"20160",0
2021,"20160",1
2022,"20160",1
2023,"20160",1
2024,"20160",1
2025,"20160",0
2017,"20161",0
2018,"20161",0
2019,"20161",2
2020,"20161",0
2021,"20161",0
2022,"20161",1
2023,"20161",0
2024,"20161",0
2025,"20161",0
2017,"20162",0
2018,"20162",0
2019,"20162",0
2020,"20162",0
2021,"20162",1
2022,"20162",1
2023,"20162",2
2024,"20162",1
2025,"20162",0
2017,"20163",0
2018,"20163",1
2019,"20163",1
2020,"20163",1
2021,"20163",1
2022,"20163",0
2023,"20163",1
2024,"20163",0
2025,"20163",1
2017,"20164",0
2018,"20164",2
2019,"20164",0
2020,"20164",0
2021,"20164",0
2022,"20164",0
2023,"20164",2
2024,"20164",1
2025,"20164",0
2017,"20165",0
2018,"20165",0
2019,"20165",0
2020,"20165",0
2021,"20165",1
2022,"20165",0
2023,"20165",1
2024,"20165",0
2025,"20165",0
2017,"20166",1
2018,"20166",4
2019,"20166",4
2020,"20166",3
2021,"20166",3
2022,"20166",7
2023,"20166",5
2024,"20166",1
2025,"20166",1
2017,"20167",0
2018,"20167",2
2019,"20167",1
2020,"20167",0
2021,"20167",1
2022,"20167",1
2023,"20167",0
2024,"20167",4
2025,"20167",0
2017,"20168",0
2018,"20168",0
2019,"20168",0
2020,"20168",2
2021,"20168",1
2022,"20168",1
2023,"20168",3
2024,"20168",2
2025,"20168",2
2017,"20169",0
2018,"20169",1
2019,"20169",0
2020,"20169",2
2021,"20169",2
2022,"20169",2
2023,"20169",2
2024,"20169",2
2025,"20169",0
2017,"20170",0
2018,"20170",1
2019,"20170",2
2020,"20170",1
2021,"20170",1
2022,"20170",0
2023,"20170",7
2024,"20170",0
2025,"20170",1
2017,"20171",0
2018,"20171",12
2019,"20171",6
2020,"20171",12
2021,"20171",8
2022,"20171",3
2023,"20171",8
2024,"20171",4
2025,"20171",0
2017,"20172",1
2018,"20172",0
2019,"20172",0
2020,"20172",0
2021,"20172",0
2022,"20172",0
2023,"20172",1
2024,"20172",1
2025,"20172",0
2017,"20173",0
2018,"20173",2
2019,"20173",0
2020,"20173",1
2021,"20173",2
2022,"20173",1
2023,"20173",1
2024,"20173",0
2025,"20173",0
2017,"20174",0
2018,"20174",1
2019,"20174",0
2020,"20174",1
2021,"20174",1
2022,"20174",2
2023,"20174",1
2024,"20174",2
2025,"20174",5
2017,"20175",0
2018,"20175",0
2019,"20175",0
2020,"20175",0
2021,"20175",0
2022,"20175",2
2023,"20175",0
2024,"20175",0
2025,"20175",0
2017,"20176",0
2018,"20176",3
2019,"20176",3
2020,"20176",2
2021,"20176",5
2022,"20176",1
2023,"20176",7
2024,"20176",2
2025,"20176",2
2017,"20177",1
2018,"20177",3
2019,"20177",2
2020,"20177",6
2021,"20177",1
2022,"20177",5
2023,"20177",15
2024,"20177",6
2025,"20177",4
2017,"20178",0
2018,"20178",0
2019,"20178",1
2020,"20178",0
2021,"20178",0
2022,"20178",1
2023,"20178",1
2024,"20178",0
2025,"20178",0
2017,"20179",0
2018,"20179",0
2019,"20179",0
2020,"20179",1
2021,"20179",2
2022,"20179",2
2023,"20179",0
2024,"20179",1
2025,"20179",0
2017,"20180",0
2018,"20180",5
2019,"20180",0
2020,"20180",2
2021,"20180",5
2022,"20180",0
2023,"20180",1
2024,"20180",1
2025,"20180",0
2017,"20181",0
2018,"20181",0
2019,"20181",0
2020,"20181",0
2021,"20181",0
2022,"20181",0
2023,"20181",1
2024,"20181",0
2025,"20181",0
2017,"20182",0
2018,"20182",0
2019,"20182",0
2020,"20182",0
2021,"20182",0
2022,"20182",1
2023,"20182",0
2024,"20182",1
2025,"20182",1
2017,"20183",0
2018,"20183",0
2019,"20183",0
