"ano","cve_mun","delitos"
2020,"20183",0
2021,"20183",0
2022,"20183",0
2023,"20183",0
2024,"20183",0
2025,"20183",0
2011,"20184",30.0495761786962
2012,"20184",78.5166345314319
2013,"20184",141.523810389988
2014,"20184",82.3939991996508
2015,"20184",13
2016,"20184",87
2017,"20184",139
2018,"20184",148
2019,"20184",157
2020,"20184",109
2021,"20184",77
2022,"20184",49
2023,"20184",57
2024,"20184",84
2025,"20184",71
2017,"20185",0
2018,"20185",5
2019,"20185",2
2020,"20185",2
2021,"20185",7
2022,"20185",6
2023,"20185",4
2024,"20185",9
2025,"20185",8
2017,"20186",0
2018,"20186",0
2019,"20186",0
2020,"20186",0
2021,"20186",0
2022,"20186",1
2023,"20186",0
2024,"20186",0
2025,"20186",0
2017,"20187",0
2018,"20187",0
2019,"20187",0
2020,"20187",1
2021,"20187",0
2022,"20187",0
2023,"20187",0
2024,"20187",1
2025,"20187",1
2017,"20188",0
2018,"20188",2
2019,"20188",5
2020,"20188",6
2021,"20188",2
2022,"20188",2
2023,"20188",1
2024,"20188",2
2025,"20188",3
2017,"20189",0
2018,"20189",0
2019,"20189",0
2020,"20189",2
2021,"20189",0
2022,"20189",0
2023,"20189",0
2024,"20189",0
2025,"20189",1
2015,"20190",4
2016,"20190",8
2017,"20190",9
2018,"20190",8
2019,"20190",14
2020,"20190",15
2021,"20190",16
2022,"20190",17
2023,"20190",22
2024,"20190",11
2025,"20190",6
2017,"20191",0
2018,"20191",1
2019,"20191",0
2020,"20191",1
2021,"20191",0
2022,"20191",0
2023,"20191",0
2024,"20191",0
2025,"20191",0
2017,"20192",0
2018,"20192",0
2019,"20192",0
2020,"20192",0
2021,"20192",0
2022,"20192",0
2023,"20192",1
2024,"20192",1
2025,"20192",1
2017,"20193",0
2018,"20193",0
2019,"20193",1
2020,"20193",0
2021,"20193",1
2022,"20193",1
2023,"20193",0
2024,"20193",0
2025,"20193",1
2017,"20194",0
2018,"20194",2
2019,"20194",0
2020,"20194",0
2021,"20194",0
2022,"20194",0
2023,"20194",0
2024,"20194",1
2025,"20194",0
2017,"20195",0
2018,"20195",0
2019,"20195",0
2020,"20195",1
2021,"20195",1
2022,"20195",1
2023,"20195",0
2024,"20195",0
2025,"20195",0
2017,"20196",0
2018,"20196",1
2019,"20196",0
2020,"20196",0
2021,"20196",1
2022,"20196",0
2023,"20196",0
2024,"20196",0
2025,"20196",0
2017,"20197",0
2018,"20197",0
2019,"20197",2
2020,"20197",0
2021,"20197",3
2022,"20197",3
2023,"20197",2
2024,"20197",0
2025,"20197",1
2015,"20198",2
2016,"20198",7
2017,"20198",11
2018,"20198",9
2019,"20198",11
2020,"20198",10
2021,"20198",19
2022,"20198",13
2023,"20198",12
2024,"20198",13
2025,"20198",10
2017,"20199",0
2018,"20199",0
2019,"20199",0
2020,"20199",1
2021,"20199",1
2022,"20199",0
2023,"20199",1
2024,"20199",0
2025,"20199",0
2017,"20200",0
2018,"20200",1
2019,"20200",2
2020,"20200",0
2021,"20200",3
2022,"20200",6
2023,"20200",8
2024,"20200",5
2025,"20200",3
2017,"20201",0
2018,"20201",1
2019,"20201",1
2020,"20201",0
2021,"20201",0
2022,"20201",0
2023,"20201",0
2024,"20201",1
2025,"20201",0
2017,"20202",0
2018,"20202",0
2019,"20202",0
2020,"20202",1
2021,"20202",0
2022,"20202",1
2023,"20202",1
2024,"20202",2
2025,"20202",1
2017,"20203",0
2018,"20203",2
2019,"20203",0
2020,"20203",1
2021,"20203",2
2022,"20203",1
2023,"20203",0
2024,"20203",1
2025,"20203",3
2017,"20204",0
2018,"20204",0
2019,"20204",0
2020,"20204",0
2021,"20204",0
2022,"20204",0
2023,"20204",1
2024,"20204",1
2025,"20204",0
2017,"20205",0
2018,"20205",5
2019,"20205",8
2020,"20205",1
2021,"20205",2
2022,"20205",1
2023,"20205",3
2024,"20205",2
2025,"20205",3
2017,"20206",0
2018,"20206",0
2019,"20206",1
2020,"20206",1
2021,"20206",0
2022,"20206",0
2023,"20206",2
2024,"20206",1
2025,"20206",0
2017,"20207",0
2018,"20207",1
2019,"20207",9
2020,"20207",8
2021,"20207",13
2022,"20207",5
2023,"20207",8
2024,"20207",9
2025,"20207",2
2017,"20208",1
2018,"20208",3
2019,"20208",2
2020,"20208",3
2021,"20208",8
2022,"20208",2
2023,"20208",5
2024,"20208",7
2025,"20208",1
2017,"20209",0
2018,"20209",1
2019,"20209",0
2020,"20209",1
2021,"20209",0
2022,"20209",2
2023,"20209",0
2024,"20209",0
2025,"20209",0
2017,"20210",0
2018,"20210",2
2019,"20210",2
2020,"20210",2
2021,"20210",0
2022,"20210",2
2023,"20210",1
2024,"20210",0
2025,"20210",1
2017,"20211",0
2018,"20211",4
2019,"20211",2
2020,"20211",1
2021,"20211",2
2022,"20211",2
2023,"20211",3
2024,"20211",0
2025,"20211",1
2017,"20212",0
2018,"20212",1
2019,"20212",0
2020,"20212",1
2021,"20212",0
2022,"20212",1
2023,"20212",1
2024,"20212",2
2025,"20212",0
2017,"20213",1
2018,"20213",3
2019,"20213",0
2020,"20213",0
2021,"20213",1
2022,"20213",0
2023,"20213",1
2024,"20213",2
2025,"20213",0
2017,"20214",0
2018,"20214",0
2019,"20214",0
2020,"20214",0
2021,"20214",0
2022,"20214",0
2023,"20214",0
2024,"20214",1
2025,"20214",0
2017,"20215",0
2018,"20215",0
2019,"20215",0
2020,"20215",0
2021,"20215",0
2022,"20215",0
2023,"20215",0
2024,"20215",0
2025,"20215",0
2017,"20216",0
2018,"20216",0
2019,"20216",0
2020,"20216",0
2021,"20216",0
2022,"20216",0
2023,"20216",0
2024,"20216",0
2025,"20216",0
2017,"20217",0
2018,"20217",1
2019,"20217",0
2020,"20217",2
2021,"20217",0
2022,"20217",0
2023,"20217",1
2024,"20217",0
2025,"20217",0
2017,"20218",0
2018,"20218",1
2019,"20218",1
2020,"20218",0
2021,"20218",0
2022,"20218",0
2023,"20218",0
2024,"20218",0
2025,"20218",0
2017,"20219",0
2018,"20219",0
2019,"20219",1
2020,"20219",0
2021,"20219",2
2022,"20219",0
2023,"20219",1
2024,"20219",2
2025,"20219",1
2017,"20220",0
2018,"20220",0
2019,"20220",0
2020,"20220",1
2021,"20220",1
2022,"20220",1
2023,"20220",0
2024,"20220",3
2025,"20220",0
2017,"20221",0
2018,"20221",1
2019,"20221",2
2020,"20221",1
2021,"20221",3
2022,"20221",2
2023,"20221",0
2024,"20221",0
2025,"20221",0
2017,"20222",0
2018,"20222",1
2019,"20222",0
2020,"20222",0
2021,"20222",0
2022,"20222",2
2023,"20222",0
2024,"20222",1
2025,"20222",0
2017,"20223",0
2018,"20223",0
2019,"20223",0
2020,"20223",0
2021,"20223",0
2022,"20223",0
2023,"20223",0
2024,"20223",0
2025,"20223",0
2017,"20224",0
2018,"20224",1
2019,"20224",0
2020,"20224",0
2021,"20224",0
2022,"20224",0
2023,"20224",1
2024,"20224",1
2025,"20224",1
2017,"20225",0
2018,"20225",1
2019,"20225",2
2020,"20225",0
2021,"20225",1
2022,"20225",1
2023,"20225",3
2024,"20225",1
2025,"20225",1
2017,"20226",0
2018,"20226",1
2019,"20226",0
2020,"20226",2
2021,"20226",0
2022,"20226",0
2023,"20226",1
2024,"20226",0
2025,"20226",1
2017,"20227",0
2018,"20227",2
2019,"20227",6
2020,"20227",2
2021,"20227",4
2022,"20227",3
2023,"20227",2
2024,"20227",4
2025,"20227",2
2017,"20228",0
2018,"20228",0
2019,"20228",0
2020,"20228",0
2021,"20228",0
2022,"20228",1
2023,"20228",0
2024,"20228",0
2025,"20228",0
2017,"20229",0
2018,"20229",0
2019,"20229",2
2020,"20229",0
2021,"20229",5
2022,"20229",2
2023,"20229",3
2024,"20229",5
2025,"20229",1
2017,"20230",0
2018,"20230",1
2019,"20230",0
2020,"20230",0
2021,"20230",0
2022,"20230",0
2023,"20230",0
2024,"20230",0
2025,"20230",0
2017,"20231",0
2018,"20231",0
2019,"20231",0
2020,"20231",0
2021,"20231",1
2022,"20231",0
2023,"20231",3
2024,"20231",0
2025,"20231",0
2015,"20232",7
2016,"20232",6
2017,"20232",6
2018,"20232",3
2019,"20232",7
2020,"20232",10
2021,"20232",15
2022,"20232",5
2023,"20232",4
2024,"20232",9
2025,"20232",5
2017,"20233",0
2018,"20233",1
2019,"20233",2
2020,"20233",0
2021,"20233",0
2022,"20233",0
2023,"20233",0
2024,"20233",1
2025,"20233",1
2017,"20234",0
2018,"20234",3
2019,"20234",2
2020,"20234",1
2021,"20234",2
2022,"20234",3
2023,"20234",2
2024,"20234",6
2025,"20234",1
2017,"20235",0
2018,"20235",2
2019,"20235",0
2020,"20235",2
2021,"20235",2
2022,"20235",5
2023,"20235",2
2024,"20235",8
2025,"20235",5
2017,"20236",0
2018,"20236",2
2019,"20236",2
2020,"20236",1
2021,"20236",0
2022,"20236",2
2023,"20236",1
2024,"20236",0
2025,"20236",0
2017,"20237",0
2018,"20237",0
2019,"20237",0
2020,"20237",2
2021,"20237",0
2022,"20237",1
2023,"20237",1
2024,"20237",1
2025,"20237",3
2017,"20238",0
2018,"20238",0
2019,"20238",0
2020,"20238",0
2021,"20238",0
2022,"20238",0
2023,"20238",0
2024,"20238",2
2025,"20238",1
2017,"20239",0
2018,"20239",0
2019,"20239",1
2020,"20239",0
2021,"20239",0
2022,"20239",0
2023,"20239",0
2024,"20239",0
2025,"20239",0
2017,"20240",0
2018,"20240",0
2019,"20240",4
2020,"20240",0
2021,"20240",0
2022,"20240",1
2023,"20240",2
2024,"20240",2
2025,"20240",0
2017,"20241",0
2018,"20241",0
2019,"20241",0
2020,"20241",0
2021,"20241",0
2022,"20241",0
2023,"20241",1
2024,"20241",0
2025,"20241",0
2017,"20242",0
2018,"20242",4
2019,"20242",1
2020,"20242",2
2021,"20242",4
2022,"20242",1
2023,"20242",5
2024,"20242",9
2025,"20242",2
2017,"20243",0
2018,"20243",0
2019,"20243",1
2020,"20243",0
2021,"20243",0
2022,"20243",3
2023,"20243",1
2024,"20243",4
2025,"20243",0
2017,"20244",1
2018,"20244",0
2019,"20244",0
2020,"20244",0
2021,"20244",1
2022,"20244",2
2023,"20244",3
2024,"20244",3
2025,"20244",2
2017,"20245",0
2018,"20245",0
2019,"20245",0
2020,"20245",0
2021,"20245",0
2022,"20245",0
2023,"20245",0
2024,"20245",0
2025,"20245",0
2017,"20246",0
2018,"20246",1
2019,"20246",0
2020,"20246",1
2021,"20246",0
2022,"20246",0
2023,"20246",0
2024,"20246",0
2025,"20246",0
2017,"20247",0
2018,"20247",0
2019,"20247",1
2020,"20247",0
2021,"20247",0
2022,"20247",0
2023,"20247",0
2024,"20247",0
2025,"20247",0
2017,"20248",0
2018,"20248",5
2019,"20248",6
2020,"20248",1
2021,"20248",4
2022,"20248",3
2023,"20248",4
2024,"20248",3
2025,"20248",4
2017,"20249",0
2018,"20249",1
2019,"20249",0
2020,"20249",2
2021,"20249",1
2022,"20249",0
2023,"20249",0
2024,"20249",0
2025,"20249",0
2017,"20250",0
2018,"20250",0
2019,"20250",0
2020,"20250",1
2021,"20250",0
2022,"20250",1
2023,"20250",1
2024,"20250",0
2025,"20250",1
2017,"20251",0
2018,"20251",3
2019,"20251",1
2020,"20251",1
2021,"20251",2
2022,"20251",1
2023,"20251",0
2024,"20251",1
2025,"20251",3
2017,"20252",0
2018,"20252",0
2019,"20252",1
2020,"20252",0
2021,"20252",0
2022,"20252",0
2023,"20252",0
2024,"20252",1
2025,"20252",0
2017,"20253",0
2018,"20253",0
2019,"20253",1
2020,"20253",2
2021,"20253",2
2022,"20253",2
2023,"20253",1
2024,"20253",1
2025,"20253",1
2017,"20254",0
2018,"20254",0
2019,"20254",2
2020,"20254",4
2021,"20254",2
2022,"20254",4
2023,"20254",5
2024,"20254",0
2025,"20254",1
2017,"20255",0
2018,"20255",0
2019,"20255",0
2020,"20255",1
2021,"20255",0
2022,"20255",0
2023,"20255",0
2024,"20255",0
2025,"20255",0
2017,"20256",0
2018,"20256",0
2019,"20256",0
2020,"20256",0
2021,"20256",0
2022,"20256",0
2023,"20256",0
2024,"20256",0
2025,"20256",0
2017,"20257",0
2018,"20257",0
2019,"20257",0
2020,"20257",0
2021,"20257",0
2022,"20257",0
2023,"20257",0
2024,"20257",0
2025,"20257",0
2017,"20258",0
2018,"20258",0
2019,"20258",0
2020,"20258",0
2021,"20258",0
2022,"20258",0
2023,"20258",0
2024,"20258",0
2025,"20258",0
2017,"20259",0
2018,"20259",0
2019,"20259",2
2020,"20259",3
2021,"20259",0
2022,"20259",0
2023,"20259",3
2024,"20259",1
2025,"20259",1
2017,"20260",0
2018,"20260",0
2019,"20260",0
2020,"20260",2
2021,"20260",0
2022,"20260",1
2023,"20260",0
2024,"20260",0
2025,"20260",0
2017,"20261",0
2018,"20261",0
2019,"20261",2
2020,"20261",0
2021,"20261",0
2022,"20261",2
2023,"20261",2
2024,"20261",1
2025,"20261",2
2017,"20262",0
2018,"20262",0
2019,"20262",1
2020,"20262",0
2021,"20262",0
2022,"20262",0
2023,"20262",0
2024,"20262",0
2025,"20262",0
2017,"20263",0
2018,"20263",2
2019,"20263",0
2020,"20263",0
2021,"20263",1
2022,"20263",0
2023,"20263",0
2024,"20263",1
2025,"20263",2
2017,"20264",0
2018,"20264",0
2019,"20264",1
2020,"20264",0
2021,"20264",1
2022,"20264",0
2023,"20264",0
2024,"20264",1
2025,"20264",0
2017,"20265",0
2018,"20265",2
2019,"20265",1
2020,"20265",2
2021,"20265",0
2022,"20265",4
2023,"20265",3
2024,"20265",0
2025,"20265",0
2017,"20266",0
2018,"20266",3
2019,"20266",4
2020,"20266",3
2021,"20266",11
2022,"20266",5
2023,"20266",3
2024,"20266",6
2025,"20266",4
2017,"20267",1
2018,"20267",0
2019,"20267",0
2020,"20267",0
2021,"20267",0
2022,"20267",1
2023,"20267",0
2024,"20267",0
2025,"20267",0
2017,"20268",0
2018,"20268",0
2019,"20268",0
2020,"20268",0
2021,"20268",1
2022,"20268",0
2023,"20268",3
2024,"20268",0
2025,"20268",1
2017,"20269",0
2018,"20269",1
2019,"20269",1
2020,"20269",2
2021,"20269",2
2022,"20269",1
2023,"20269",4
2024,"20269",0
2025,"20269",1
2017,"20270",0
2018,"20270",0
2019,"20270",0
2020,"20270",2
2021,"20270",0
2022,"20270",0
2023,"20270",1
2024,"20270",0
2025,"20270",1
2017,"20271",0
2018,"20271",0
2019,"20271",1
2020,"20271",0
2021,"20271",0
2022,"20271",0
2023,"20271",0
2024,"20271",0
2025,"20271",0
2017,"20272",2
2018,"20272",6
2019,"20272",7
2020,"20272",2
2021,"20272",5
2022,"20272",2
2023,"20272",2
2024,"20272",7
2025,"20272",11
2017,"20273",0
2018,"20273",2
2019,"20273",0
2020,"20273",2
2021,"20273",1
2022,"20273",1
2023,"20273",2
2024,"20273",0
2025,"20273",0
2017,"20274",0
2018,"20274",0
2019,"20274",0
2020,"20274",1
2021,"20274",0
2022,"20274",2
2023,"20274",1
2024,"20274",1
2025,"20274",0
2017,"20275",1
2018,"20275",3
2019,"20275",5
2020,"20275",5
2021,"20275",3
2022,"20275",2
2023,"20275",0
2024,"20275",1
2025,"20275",1
2017,"20276",0
2018,"20276",0
2019,"20276",0
2020,"20276",1
2021,"20276",0
2022,"20276",0
2023,"20276",1
2024,"20276",0
2025,"20276",0
2017,"20277",1
2018,"20277",10
2019,"20277",7
2020,"20277",10
2021,"20277",7
2022,"20277",6
2023,"20277",8
2024,"20277",14
2025,"20277",4
2015,"20278",2
2016,"20278",15
2017,"20278",16
2018,"20278",11
2019,"20278",18
2020,"20278",17
2021,"20278",14
2022,"20278",15
2023,"20278",16
2024,"20278",13
2025,"20278",13
2017,"20279",0
2018,"20279",1
2019,"20279",2
2020,"20279",0
2021,"20279",2
2022,"20279",0
2023,"20279",0
2024,"20279",0
2025,"20279",0
2017,"20280",0
2018,"20280",0
2019,"20280",2
2020,"20280",0
2021,"20280",0
2022,"20280",1
2023,"20280",0
2024,"20280",0
2025,"20280",0
2017,"20281",0
2018,"20281",1
2019,"20281",0
2020,"20281",0
2021,"20281",0
2022,"20281",0
2023,"20281",0
2024,"20281",0
2025,"20281",0
2017,"20282",0
2018,"20282",0
2019,"20282",0
2020,"20282",0
2021,"20282",0
2022,"20282",0
2023,"20282",0
2024,"20282",0
2025,"20282",0
2017,"20283",0
2018,"20283",0
2019,"20283",1
2020,"20283",0
2021,"20283",0
2022,"20283",2
2023,"20283",0
2024,"20283",0
2025,"20283",0
2017,"20284",0
2018,"20284",0
2019,"20284",0
2020,"20284",0
2021,"20284",4
2022,"20284",2
2023,"20284",2
2024,"20284",3
2025,"20284",1
2017,"20285",0
2018,"20285",2
2019,"20285",1
2020,"20285",0
2021,"20285",3
2022,"20285",2
2023,"20285",2
2024,"20285",2
2025,"20285",3
2017,"20286",0
2018,"20286",0
2019,"20286",1
2020,"20286",1
2021,"20286",0
2022,"20286",1
2023,"20286",0
2024,"20286",1
2025,"20286",0
2017,"20287",0
2018,"20287",0
2019,"20287",0
2020,"20287",0
2021,"20287",0
2022,"20287",0
2023,"20287",0
2024,"20287",0
2025,"20287",0
2017,"20288",0
2018,"20288",1
2019,"20288",0
2020,"20288",0
2021,"20288",0
2022,"20288",1
2023,"20288",0
2024,"20288",0
2025,"20288",0
2017,"20289",0
2018,"20289",1
2019,"20289",0
2020,"20289",0
2021,"20289",0
2022,"20289",0
2023,"20289",1
2024,"20289",0
2025,"20289",0
2017,"20290",0
2018,"20290",0
2019,"20290",0
2020,"20290",0
2021,"20290",0
2022,"20290",3
2023,"20290",0
2024,"20290",0
2025,"20290",0
2017,"20291",0
2018,"20291",3
2019,"20291",0
2020,"20291",1
2021,"20291",1
2022,"20291",0
2023,"20291",0
2024,"20291",1
2025,"20291",1
2017,"20292",0
2018,"20292",1
2019,"20292",1
2020,"20292",0
2021,"20292",0
2022,"20292",0
2023,"20292",1
2024,"20292",0
2025,"20292",1
2017,"20293",0
2018,"20293",4
2019,"20293",9
2020,"20293",3
2021,"20293",5
2022,"20293",6
2023,"20293",6
2024,"20293",4
2025,"20293",3
2017,"20294",0
2018,"20294",3
2019,"20294",4
2020,"20294",0
2021,"20294",3
2022,"20294",4
2023,"20294",4
2024,"20294",6
2025,"20294",6
2017,"20295",1
2018,"20295",3
2019,"20295",5
2020,"20295",3
2021,"20295",4
2022,"20295",4
2023,"20295",3
2024,"20295",2
2025,"20295",4
2017,"20296",0
2018,"20296",1
2019,"20296",1
2020,"20296",0
2021,"20296",0
2022,"20296",1
2023,"20296",0
2024,"20296",0
2025,"20296",1
2017,"20297",0
2018,"20297",0
2019,"20297",0
2020,"20297",0
2021,"20297",1
2022,"20297",0
2023,"20297",1
2024,"20297",0
2025,"20297",0
2017,"20298",0
2018,"20298",2
2019,"20298",3
2020,"20298",1
2021,"20298",3
2022,"20298",4
2023,"20298",3
2024,"20298",3
2025,"20298",6
2017,"20299",0
2018,"20299",0
2019,"20299",0
2020,"20299",0
2021,"20299",1
2022,"20299",0
2023,"20299",0
2024,"20299",0
2025,"20299",0
2017,"20300",2
2018,"20300",4
2019,"20300",1
2020,"20300",3
2021,"20300",1
2022,"20300",1
2023,"20300",2
2024,"20300",4
2025,"20300",2
2017,"20301",0
2018,"20301",1
2019,"20301",0
2020,"20301",0
2021,"20301",0
2022,"20301",0
2023,"20301",1
2024,"20301",0
2025,"20301",1
2017,"20302",1
2018,"20302",12
2019,"20302",1
2020,"20302",4
2021,"20302",2
2022,"20302",8
2023,"20302",2
2024,"20302",0
2025,"20302",1
2017,"20303",0
2018,"20303",0
2019,"20303",0
2020,"20303",0
2021,"20303",0
2022,"20303",0
2023,"20303",0
2024,"20303",0
2025,"20303",0
2017,"20304",0
2018,"20304",0
2019,"20304",0
2020,"20304",0
2021,"20304",1
2022,"20304",1
2023,"20304",0
2024,"20304",0
2025,"20304",0
2017,"20305",0
2018,"20305",1
2019,"20305",1
2020,"20305",1
2021,"20305",0
2022,"20305",3
2023,"20305",2
2024,"20305",1
2025,"20305",1
2017,"20306",0
2018,"20306",2
2019,"20306",0
2020,"20306",2
2021,"20306",1
2022,"20306",0
2023,"20306",1
2024,"20306",2
2025,"20306",5
2017,"20307",3
2018,"20307",3
2019,"20307",2
2020,"20307",3
2021,"20307",8
2022,"20307",3
2023,"20307",3
2024,"20307",5
2025,"20307",0
2017,"20308",1
2018,"20308",5
2019,"20308",2
2020,"20308",0
2021,"20308",1
2022,"20308",3
2023,"20308",0
2024,"20308",2
2025,"20308",1
2017,"20309",1
2018,"20309",2
2019,"20309",10
2020,"20309",5
2021,"20309",5
2022,"20309",3
2023,"20309",5
2024,"20309",4
2025,"20309",0
2017,"20310",0
2018,"20310",2
2019,"20310",1
2020,"20310",3
2021,"20310",3
2022,"20310",1
2023,"20310",6
2024,"20310",7
2025,"20310",3
2017,"20311",0
2018,"20311",0
2019,"20311",0
2020,"20311",0
2021,"20311",1
2022,"20311",0
2023,"20311",1
2024,"20311",1
2025,"20311",0
2017,"20312",2
2018,"20312",1
2019,"20312",2
2020,"20312",3
2021,"20312",3
2022,"20312",0
2023,"20312",4
2024,"20312",4
2025,"20312",3
2017,"20313",0
2018,"20313",0
2019,"20313",2
2020,"20313",0
2021,"20313",0
2022,"20313",0
2023,"20313",0
2024,"20313",0
2025,"20313",0
2017,"20314",1
2018,"20314",0
2019,"20314",0
2020,"20314",0
2021,"20314",0
2022,"20314",1
2023,"20314",3
2024,"20314",1
2025,"20314",1
2017,"20315",0
2018,"20315",1
2019,"20315",1
2020,"20315",0
2021,"20315",0
2022,"20315",1
2023,"20315",0
2024,"20315",0
2025,"20315",0
2017,"20316",2
2018,"20316",0
2019,"20316",0
2020,"20316",1
2021,"20316",0
2022,"20316",0
2023,"20316",0
2024,"20316",0
2025,"20316",2
2017,"20317",0
2018,"20317",1
2019,"20317",1
2020,"20317",0
2021,"20317",0
2022,"20317",0
2023,"20317",1
2024,"20317",2
2025,"20317",0
2013,"20318",55.2524465221187
2014,"20318",43.6203525174622
2015,"20318",11
2016,"20318",22
2017,"20318",33
2018,"20318",37
2019,"20318",31
2020,"20318",29
2021,"20318",38
2022,"20318",31
2023,"20318",55
2024,"20318",67
2025,"20318",41
2017,"20319",0
2018,"20319",1
2019,"20319",1
2020,"20319",3
2021,"20319",0
2022,"20319",2
2023,"20319",0
2024,"20319",0
2025,"20319",0
2017,"20320",0
2018,"20320",0
2019,"20320",1
2020,"20320",0
2021,"20320",0
2022,"20320",0
2023,"20320",0
2024,"20320",0
2025,"20320",0
2017,"20321",0
2018,"20321",0
2019,"20321",0
2020,"20321",0
2021,"20321",1
2022,"20321",1
2023,"20321",0
2024,"20321",0
2025,"20321",1
2017,"20322",0
2018,"20322",0
2019,"20322",0
2020,"20322",0
2021,"20322",0
2022,"20322",0
2023,"20322",0
2024,"20322",0
2025,"20322",0
2017,"20323",0
2018,"20323",0
2019,"20323",1
2020,"20323",0
2021,"20323",0
2022,"20323",1
2023,"20323",1
2024,"20323",1
2025,"20323",0
2012,"20324",10.6627528376019
2015,"20324",14
2016,"20324",30
2017,"20324",23
2018,"20324",37
2019,"20324",34
2020,"20324",40
2021,"20324",45
2022,"20324",51
2023,"20324",62
2024,"20324",59
2025,"20324",31
2017,"20325",0
2018,"20325",3
2019,"20325",2
2020,"20325",0
2021,"20325",2
2022,"20325",7
2023,"20325",0
2024,"20325",6
2025,"20325",5
2017,"20326",1
2018,"20326",3
2019,"20326",1
2020,"20326",1
2021,"20326",3
2022,"20326",1
2023,"20326",0
2024,"20326",7
2025,"20326",1
2017,"20327",1
2018,"20327",4
2019,"20327",14
2020,"20327",7
2021,"20327",6
2022,"20327",12
2023,"20327",15
2024,"20327",24
2025,"20327",12
2017,"20328",0
2018,"20328",0
2019,"20328",0
2020,"20328",0
2021,"20328",0
2022,"20328",0
2023,"20328",1
2024,"20328",0
2025,"20328",3
2017,"20329",0
2018,"20329",0
2019,"20329",0
2020,"20329",0
2021,"20329",0
2022,"20329",0
2023,"20329",0
2024,"20329",0
2025,"20329",0
2017,"20330",0
2018,"20330",1
2019,"20330",1
2020,"20330",0
2021,"20330",3
2022,"20330",0
2023,"20330",2
2024,"20330",1
2025,"20330",1
2017,"20331",0
2018,"20331",0
2019,"20331",0
2020,"20331",0
2021,"20331",0
2022,"20331",0
2023,"20331",0
2024,"20331",0
2025,"20331",0
2017,"20332",0
2018,"20332",1
2019,"20332",0
2020,"20332",0
2021,"20332",0
2022,"20332",0
2023,"20332",0
2024,"20332",0
2025,"20332",0
2017,"20333",1
2018,"20333",3
2019,"20333",5
2020,"20333",5
2021,"20333",6
2022,"20333",7
2023,"20333",3
2024,"20333",4
2025,"20333",8
2015,"20334",10
2016,"20334",40
2017,"20334",40
2018,"20334",44
2019,"20334",49
2020,"20334",38
2021,"20334",29
2022,"20334",25
2023,"20334",29
2024,"20334",24
2025,"20334",14
2017,"20335",0
2018,"20335",0
2019,"20335",0
2020,"20335",0
2021,"20335",0
2022,"20335",0
2023,"20335",0
2024,"20335",0
2025,"20335",0
2017,"20336",0
2018,"20336",0
2019,"20336",0
2020,"20336",0
2021,"20336",0
2022,"20336",0
2023,"20336",0
2024,"20336",0
2025,"20336",0
2017,"20337",0
2018,"20337",6
2019,"20337",6
2020,"20337",6
2021,"20337",1
2022,"20337",1
2023,"20337",3
2024,"20337",5
2025,"20337",6
2012,"20338",28.1108938445867
2013,"20338",0
2017,"20338",0
2018,"20338",8
2019,"20338",6
